,GICS Sub-Industry,Symbol,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-11-11
29,Regional Banks,PNC,44.4330940246582,47.0925178527832,47.855194091796875,51.00770568847656,52.06620788574219,55.31182098388672,56.30008316040039,58.71670150756836,56.12932586669922,56.269107818603516,57.10791015625,60.137474060058594,60.62984085083008,62.42731857299805,64.27120208740234,68.37360382080078,66.04733276367188,67.4075698852539,70.395751953125,65.26526641845703,67.36628723144531,68.02603912353516,68.6698989868164,69.93267822265625,72.9388198852539,67.59011840820312,73.93434143066406,74.96346282958984,73.74943542480469,77.355224609375,77.3228988647461,79.36813354492188,74.05304718017578,72.49267578125,73.35415649414062,78.06459045410156,77.90110778808594,70.82291412353516,66.85287475585938,69.53324127197266,72.17247009277344,74.2409439086914,67.33309173583984,68.37545013427734,75.04148864746094,75.03315734863281,79.62225341796875,92.62901306152344,98.00875091552734,100.94164276123047,107.1001968383789,101.21611785888672,100.80364227294922,100.38755798339844,105.60568237304688,108.92937469482422,106.69135284423828,114.65428924560547,116.37276458740234,120.25439453125,123.4455337524414,135.192138671875,135.55368041992188,130.03384399414062,125.19319915771484,123.91116333007812,116.73102569580078,125.1380844116211,124.88117218017578,118.48661041259766,111.78755187988281,119.03020477294922,102.4880142211914,107.53746032714844,111.3475570678711,108.3787612915039,120.98731231689453,113.25397491455078,122.17118072509766,127.17265319824219,115.69267272949219,125.76968383789062,131.63821411132812,138.60336303710938,144.41128540039062,134.38763427734375,115.20923614501953,87.2454833984375,97.22602081298828,105.15929412841797,97.01692199707031,98.36322021484375,103.68620300292969,102.48338317871094,104.32026672363281,130.1029052734375,140.4021759033203,135.23838806152344,159.78282165527344,166.47364807128906,177.4257354736328,185.95431518554688,182.21002197265625,174.2342987060547,183.75436401367188,188.11985778808594,202.91827392578125,190.60848999023438,194.01426696777344,199.3068084716797,193.85557556152344,179.45626831054688,161.60305786132812,172.06385803222656,154.76036071777344,162.77450561523438,156.45066833496094,147.95480346679688,160.2431182861328,165.75999450683594,165.75999450683594
30,Regional Banks,SBNY,66.50724792480469,68.92178344726562,69.23875427246094,73.42459869384766,66.75894165039062,71.95162963867188,77.3960189819336,85.34818267822266,81.77761840820312,85.3201904296875,94.92244720458984,99.05233764648438,100.14307403564453,113.79132843017578,122.06047058105469,117.08220672607422,110.77082824707031,107.97405242919922,117.63223266601562,106.64091491699219,110.43521881103516,104.46875762939453,112.9243392944336,113.05484008789062,117.42713165283203,109.1952896118164,114.99394226074219,120.80189514160156,125.00637817382812,130.1897735595703,136.47314453125,135.72735595703125,124.44705200195312,128.2413330078125,138.83177185058594,147.43649291992188,142.98031616210938,129.90074157714844,120.7739486694336,126.89888763427734,128.49302673339844,125.85472106933594,116.45759582519531,112.09461975097656,113.74471282958984,110.4258804321289,112.39293670654297,139.7547149658203,140.02505493164062,146.8491973876953,146.83984375,138.337646484375,129.071044921875,133.33145141601562,133.80690002441406,129.1922607421875,119.64590454101562,119.36621856689453,121.20279693603516,127.98028564453125,127.96166229248047,143.56759643554688,136.28672790527344,132.33392333984375,118.53653717041016,118.85348510742188,119.21707153320312,102.27794647216797,108.44417572021484,107.60089111328125,102.97230529785156,116.13578796386719,96.81277465820312,119.88362884521484,128.40621948242188,121.1327896118164,124.9161148071289,108.8033218383789,114.77774810791016,121.06563568115234,111.28351593017578,113.73526763916016,112.87667083740234,118.23889923095703,130.9388427734375,135.99966430664062,120.3771743774414,77.35508728027344,103.13370513916016,99.02490234375,103.42388153076172,99.17743682861328,94.36029052734375,80.70660400390625,78.51849365234375,109.8884048461914,132.5144805908203,161.80108642578125,214.58993530273438,222.21665954589844,247.19021606445312,246.00050354003906,241.9620361328125,223.5625,256.0563659667969,268.8428955078125,294.0605163574219,299.0505676269531,319.9930114746094,301.35546875,341.8092346191406,290.8683776855469,240.08609008789062,214.82424926757812,178.01197814941406,184.3294677734375,173.73336791992188,150.4573211669922,157.96026611328125,143.97999572753906,143.97999572753906
31,Multi-Utilities,AEE,21.991056442260742,23.538921356201172,24.518505096435547,25.41100311279297,26.61767578125,24.99492073059082,25.288633346557617,26.599382400512695,25.113788604736328,25.878860473632812,27.20244598388672,26.95431900024414,27.18741226196289,28.766307830810547,30.720033645629883,31.320598602294922,31.722328186035156,30.21722412109375,31.392122268676758,29.829164505004883,31.02389144897461,29.73607635498047,33.17645263671875,33.77980422973633,36.146202087402344,35.81939697265625,33.549049377441406,33.38292694091797,32.713722229003906,32.14638137817383,30.108768463134766,33.18012619018555,32.542057037353516,34.14128875732422,35.659297943115234,35.724613189697266,35.29194641113281,37.03477096557617,38.70842742919922,41.305477142333984,39.932533264160156,41.22201919555664,44.57469940185547,44.00028610229492,41.46632766723633,41.264949798583984,42.27281951904297,41.57038879394531,44.397037506103516,44.9561653137207,46.69805145263672,46.612667083740234,47.08081817626953,48.85420608520508,47.0635986328125,48.675113677978516,52.050270080566406,50.18482971191406,54.176937103271484,55.89863204956055,51.55504608154297,49.85115051269531,47.800052642822266,49.85115051269531,52.04100036621094,52.547019958496094,54.020713806152344,55.55128479003906,56.59857177734375,56.58961868286133,58.21155548095703,61.85315704345703,58.79745864868164,62.924869537353516,64.6490707397461,66.745361328125,66.47261047363281,66.99329376220703,68.610107421875,69.57522583007812,70.91728973388672,73.58300018310547,71.8769760131836,68.75952911376953,71.04443359375,76.40560913085938,73.56539154052734,67.8198471069336,68.15882110595703,70.01386260986328,65.91964721679688,75.66114807128906,74.59563446044922,74.56733703613281,76.97348022460938,73.80419921875,74.06988525390625,69.46028137207031,67.12010192871094,77.71299743652344,81.64224243164062,81.0263671875,77.02316284179688,81.27592468261719,84.9561996459961,78.44793701171875,82.14704895019531,79.51568603515625,86.74705505371094,87.04095458984375,84.30437469482422,91.96485137939453,91.72551727294922,93.98655700683594,89.21762084960938,92.52880096435547,92.03197479248047,80.03860473632812,81.5199966430664,83.31999969482422,83.31999969482422
32,Multi-Utilities,NEE,13.367773056030273,13.920334815979004,13.885554313659668,15.146392822265625,15.994577407836914,14.744729995727539,16.027036666870117,17.036102294921875,15.806723594665527,15.896774291992188,16.807035446166992,16.775306701660156,17.110729217529297,18.371747970581055,18.263830184936523,19.261566162109375,20.113643646240234,19.612062454223633,20.798309326171875,19.054962158203125,19.98041343688965,19.19683074951172,20.493261337280273,21.345947265625,21.888202667236328,22.49569320678711,21.305421829223633,21.583593368530273,20.93639373779297,21.228872299194336,20.491004943847656,21.989730834960938,20.570438385009766,20.548091888427734,21.62447166442871,21.034669876098633,22.052536010742188,23.712474822998047,23.948083877563477,25.30943489074707,25.146892547607422,25.69011688232422,28.093931198120117,27.639347076416016,26.055830001831055,26.538576126098633,27.77091407775879,24.783370971679688,26.11677360534668,27.048114776611328,28.639690399169922,28.27992057800293,29.423282623291016,31.159244537353516,31.088706970214844,32.41098403930664,33.39158248901367,32.72629165649414,34.62890625,35.292144775390625,35.09989929199219,35.60103225708008,34.1920051574707,36.967037200927734,37.09831619262695,37.528343200683594,37.804466247558594,38.179771423339844,38.763160705566406,38.443634033203125,39.56758499145508,41.68014144897461,40.1204833984375,41.311485290527344,43.32883071899414,44.91969680786133,45.17993927001953,46.05593490600586,47.90210723876953,48.44225311279297,51.227149963378906,54.7854118347168,56.04340744018555,54.9805793762207,57.24626159667969,63.4020881652832,59.7520751953125,57.17927169799805,54.921756744384766,60.72951126098633,57.07233810424805,67.0710220336914,66.7054443359375,66.65522003173828,70.32467651367188,70.68968963623047,74.45694732666016,78.0470962524414,70.91505432128906,73.35359191894531,75.1968765258789,71.03490447998047,71.09310913085938,75.97472381591797,81.91421508789062,76.9297866821289,83.60187530517578,85.02250671386719,91.8743667602539,76.87689208984375,77.02449035644531,83.82372283935547,70.27694702148438,74.8980941772461,77.0861587524414,84.08222961425781,84.64947509765625,78.41000366210938,77.5,83.30999755859375,83.30999755859375
33,Application Software,ADBE,37.68000030517578,37.83000183105469,39.310001373291016,43.52000045776367,45.08000183105469,42.90999984741211,45.560001373291016,47.279998779296875,45.75,51.939998626708984,54.220001220703125,56.779998779296875,59.880001068115234,59.189998626708984,68.62999725341797,65.73999786376953,61.689998626708984,64.54000091552734,72.36000061035156,69.25,71.9000015258789,69.19000244140625,70.12000274658203,73.68000030517578,72.69999694824219,70.12999725341797,79.0999984741211,73.94000244140625,76.05999755859375,79.08999633789062,81.01000213623047,81.98999786376953,78.56999969482422,82.22000122070312,88.66000366210938,91.45999908447266,93.94000244140625,89.12999725341797,85.1500015258789,93.80000305175781,94.22000122070312,99.47000122070312,95.79000091552734,97.86000061035156,102.30999755859375,108.54000091552734,107.51000213623047,102.80999755859375,102.94999694824219,113.37999725341797,118.33999633789062,130.1300048828125,133.74000549316406,141.86000061035156,141.44000244140625,146.49000549316406,155.16000366210938,149.17999267578125,175.16000366210938,181.47000122070312,175.24000549316406,199.75999450683594,209.1300048828125,216.0800018310547,221.60000610351562,249.27999877929688,243.80999755859375,244.67999267578125,263.510009765625,269.95001220703125,245.75999450683594,250.88999938964844,226.24000549316406,247.82000732421875,262.5,266.489990234375,289.25,270.8999938964844,294.6499938964844,298.8599853515625,284.510009765625,276.25,277.92999267578125,309.5299987792969,329.80999755859375,351.1400146484375,345.1199951171875,318.239990234375,353.6400146484375,386.6000061035156,435.30999755859375,444.32000732421875,513.3900146484375,490.42999267578125,447.1000061035156,478.4700012207031,500.1199951171875,458.7699890136719,459.6700134277344,475.3699951171875,508.3399963378906,504.5799865722656,585.6400146484375,621.6300048828125,663.7000122070312,575.719970703125,650.3599853515625,669.8499755859375,567.0599975585938,534.2999877929688,467.67999267578125,455.6199951171875,395.95001220703125,416.4800109863281,366.05999755859375,410.1199951171875,373.44000244140625,275.20001220703125,318.5,341.1499938964844,341.1499938964844
34,Packaged Foods & Meats,MKC,26.55173110961914,26.198930740356445,28.266271591186523,30.905073165893555,30.22856330871582,29.16553497314453,29.70594024658203,30.23368263244629,28.70098876953125,27.449426651000977,29.337371826171875,29.42816734313965,29.39405059814453,27.520139694213867,28.472074508666992,30.761829376220703,30.530288696289062,31.167999267578125,30.857641220092773,28.353347778320312,30.194610595703125,28.98578643798828,30.64087677001953,32.38285827636719,32.369781494140625,31.265363693237305,33.012779235839844,33.77043533325195,32.97774887084961,34.5584602355957,35.63705062866211,36.10368728637695,35.07805633544922,36.361183166503906,37.15760803222656,38.20273208618164,38.04267120361328,39.30808639526367,41.67184829711914,44.4511604309082,41.904205322265625,43.56233596801758,47.87055206298828,45.88697814941406,45.94203567504883,45.022830963134766,43.197959899902344,41.2789192199707,42.24300765991211,43.467376708984375,44.772979736328125,44.37721633911133,45.44627380371094,47.601966857910156,44.5671501159668,43.55706787109375,43.691612243652344,47.140830993652344,45.71245193481445,47.15496826171875,47.03037643432617,50.45306396484375,49.530006408691406,49.34910202026367,48.89453887939453,47.08144760131836,54.11570358276367,54.79161834716797,58.47058868408203,61.687217712402344,67.42282104492188,70.50227355957031,65.44490051269531,58.35016632080078,64.1738510131836,71.08772277832031,72.66399383544922,73.91810607910156,73.43016815185547,75.10237884521484,77.42534637451172,74.30211639404297,76.3890380859375,80.73326873779297,80.96224212646484,78.21065521240234,69.98601531982422,67.60194396972656,75.08451843261719,84.20506286621094,86.24818420410156,93.69473266601562,99.4705581665039,93.63355255126953,87.07774353027344,90.4892578125,92.53153228759766,86.97792053222656,81.86843872070312,86.60880279541016,87.77445983886719,86.84104919433594,86.1194839477539,82.0728759765625,84.4698715209961,79.3208236694336,78.5376968383789,84.36642456054688,94.97366333007812,98.99405670166016,93.9214859008789,98.4907455444336,99.2506332397461,91.83354949951172,82.4540786743164,86.51487731933594,83.64054107666016,70.90592193603516,78.23828125,83.7699966430664,83.7699966430664
35,Electric Utilities,SO,27.568368911743164,28.48280143737793,29.307598114013672,30.551265716552734,31.404254913330078,28.584840774536133,29.042388916015625,29.5096435546875,27.390522003173828,27.41089630126953,27.231168746948242,27.37604522705078,27.699460983276367,27.787057876586914,28.893211364746094,29.97798728942871,31.26744842529297,29.868825912475586,31.319204330444336,29.876779556274414,31.009681701660156,30.485864639282227,32.37857437133789,33.50481414794922,34.691585540771484,35.82888412475586,32.3463134765625,31.62590980529785,31.64019775390625,31.204517364501953,30.305395126342773,32.35226821899414,31.397541046142578,32.71200180053711,33.00471115112305,32.59490203857422,34.659420013427734,36.237205505371094,35.68906021118164,38.746238708496094,37.52535629272461,37.031005859375,40.62141799926758,40.52294921875,38.87931823730469,39.272483825683594,39.47918701171875,35.84284210205078,38.09770584106445,38.283599853515625,39.36015319824219,39.00645065307617,39.022125244140625,39.65681838989258,37.959136962890625,37.9987678527832,38.2603874206543,39.42481231689453,41.87982940673828,41.07753372192383,39.01810073852539,36.60026550292969,34.93698501586914,36.7130126953125,37.913211822509766,36.91030502319336,38.60036087036133,40.50912094116211,36.491554260253906,36.806434631347656,38.01362228393555,39.95525360107422,37.554168701171875,41.55583572387695,42.48784637451172,44.73496627807617,46.06801223754883,46.310386657714844,48.40634536743164,49.211944580078125,51.015804290771484,54.67759704589844,55.46540451049805,54.87233352661133,56.95195388793945,62.94219207763672,53.96577072143555,48.84013366699219,51.17659378051758,51.483306884765625,47.32753372192383,49.8468132019043,47.628761291503906,50.07338333129883,53.056373596191406,55.2728271484375,57.30941390991211,54.96778106689453,52.91534423828125,58.60238265991211,62.382877349853516,60.26164627075195,57.62543869018555,60.82525634765625,62.59659957885742,59.614524841308594,59.95121765136719,58.777587890625,66.67118835449219,67.55584716796875,62.967220306396484,71.21726989746094,72.08158111572266,74.31111145019531,70.6875228881836,76.21881103515625,76.3972396850586,68.0,65.4800033569336,65.08999633789062,65.08999633789062
36,Electric Utilities,FE,27.082828521728516,26.259185791015625,25.604164123535156,27.750024795532227,30.643404006958008,25.652339935302734,24.850921630859375,25.33675193786621,24.937437057495117,24.613628387451172,25.5725154876709,22.034095764160156,22.596467971801758,21.575578689575195,21.089120864868164,23.590368270874023,23.39626121520996,23.444778442382812,24.331411361694336,21.871646881103516,23.99503517150879,23.801376342773438,26.474332809448242,26.148193359375,27.916406631469727,28.87582778930664,25.045284271240234,25.328039169311523,25.942092895507812,25.775943756103516,23.748027801513672,24.776742935180664,23.31757926940918,23.089933395385742,23.008811950683594,23.1489315032959,23.673965454101562,24.666284561157227,24.972196578979492,27.133737564086914,24.584056854248047,24.750011444091797,26.61968421936035,26.627309799194336,24.957378387451172,25.49985694885254,26.432592391967773,24.12002944946289,24.1337890625,23.627267837524414,25.27151870727539,25.09784698486328,23.615005493164062,23.06287956237793,23.2885799407959,25.484867095947266,26.019962310791016,24.900632858276367,26.61290740966797,27.574037551879883,25.00589370727539,26.867862701416016,26.402372360229492,28.094404220581055,28.416580200195312,28.433094024658203,29.982513427734375,29.581741333007812,31.20986557006836,31.343252182006836,31.435998916625977,31.899789810180664,31.970766067504883,33.375614166259766,34.6953010559082,35.7789306640625,36.140079498291016,35.460777282714844,37.14286422729492,38.149314880371094,39.91058349609375,42.21465301513672,42.29343795776367,41.742000579833984,42.88288116455078,44.81525802612305,39.291656494140625,35.62395477294922,36.6908073425293,37.57095718383789,34.802730560302734,26.025772094726562,25.657819747924805,26.117475509643555,27.036272048950195,24.161623001098633,28.224695205688477,28.363008499145508,30.55754280090332,32.3764762878418,35.39106750488281,35.3817253112793,35.089683532714844,36.136436462402344,36.65509796142578,33.93824005126953,36.71084213256836,35.881919860839844,40.02406311035156,40.380126953125,40.27426528930664,44.54105758666992,42.064395904541016,41.72446060180664,37.622039794921875,40.277828216552734,38.75883483886719,36.62234878540039,37.325103759765625,37.57255172729492,37.959999084472656
37,Semiconductors,INTC,15.292073249816895,15.603548049926758,15.48488712310791,16.370920181274414,17.952539443969727,18.199899673461914,18.333511352539062,17.66010093688965,16.631057739257812,17.51200294494629,18.696271896362305,18.21492576599121,20.0203857421875,18.92528533935547,19.094947814941406,20.094514846801758,20.779644012451172,21.270137786865234,24.264076232910156,26.611970901489258,27.420774459838867,27.524127960205078,26.883840560913086,29.44495964050293,28.87419319152832,26.28833770751953,26.455421447753906,25.058488845825195,26.084230422973633,27.614818572998047,24.55360984802246,23.367094039916992,23.036157608032227,24.529701232910156,27.557260513305664,28.297868728637695,28.23494529724121,25.42374038696289,24.25172233581543,26.747159957885742,25.035676956176758,26.118789672851562,27.35347557067871,29.071407318115234,29.93037223815918,31.720149993896484,29.300168991088867,29.15732765197754,30.707304000854492,31.17293930053711,30.648042678833008,30.7559757232666,30.824201583862305,30.790082931518555,28.983280181884766,30.469371795654297,30.125764846801758,32.95697784423828,39.370079040527344,38.807525634765625,40.18668746948242,41.91046905517578,42.91164779663086,45.648216247558594,45.24502944946289,48.38290786743164,43.8223762512207,42.4030647277832,42.6939811706543,41.942527770996094,41.57889175415039,43.73411178588867,41.885189056396484,42.05475997924805,47.2669792175293,48.23122787475586,45.84212112426758,39.55500030517578,43.25826644897461,45.680076599121094,42.84257507324219,46.88005447387695,51.42886734008789,52.81171417236328,54.74894332885742,58.48120880126953,50.788002014160156,49.751129150390625,55.13807678222656,57.84993362426758,55.310874938964844,44.12480926513672,47.101600646972656,48.19401168823242,41.213417053222656,45.00154495239258,46.70701599121094,52.041481018066406,56.98218536376953,60.36518859863281,54.26264190673828,53.87593078613281,53.27772521972656,50.981109619140625,51.30377197265625,50.89211654663086,46.80393981933594,46.99497985839844,49.53398132324219,46.95629119873047,45.87904739379883,48.031166076660156,42.245323181152344,43.049720764160156,36.54256057739258,35.46807098388672,31.179859161376953,25.42658805847168,28.05113983154297,30.02448844909668,30.43000030517578
38,Semiconductors,NXPI,24.862844467163086,28.3391170501709,30.530675888061523,28.613067626953125,26.024755477905273,29.142059326171875,29.302648544311523,30.842405319213867,35.11216354370117,35.149959564208984,39.807010650634766,40.1470832824707,43.3871955871582,45.67320251464844,53.11695098876953,55.55411911010742,56.319271087646484,58.66197204589844,62.51609802246094,58.89813232421875,64.7265396118164,64.64151763916016,64.8587875366211,73.50222778320312,72.17028045654297,74.947509765625,80.19969177246094,94.80378723144531,90.79852294921875,106.03553009033203,92.76336669921875,91.620361328125,79.96353912353516,82.24956512451172,74.01233673095703,88.2857894897461,79.58570098876953,70.63998413085938,67.29595184326172,76.58174896240234,80.55867767333984,89.25877380371094,74.00288391113281,79.43453216552734,83.14697265625,96.3624496459961,94.46373748779297,93.66078186035156,92.58389282226562,92.4327621459961,97.1181411743164,97.76995086669922,99.8953857421875,103.81561279296875,103.39054870605469,104.2218246459961,106.70623016357422,106.82901763916016,110.56979370117188,107.11241912841797,110.60758209228516,113.65876007080078,117.75849151611328,110.52254486083984,99.09245300292969,107.68864440917969,103.22051239013672,90.06172180175781,87.98351287841797,80.7664794921875,71.02778625488281,78.96502685546875,69.40814971923828,82.6908950805664,86.76699829101562,83.98309326171875,100.62498474121094,83.99069213867188,92.99378967285156,98.76378631591797,97.56973266601562,104.23738861083984,108.9647216796875,110.78591918945312,121.98143768310547,121.9669418334961,109.30491638183594,79.7313461303711,96.12146759033203,92.77163696289062,110.0903091430664,113.87618255615234,121.85033416748047,120.9298324584961,131.31405639648438,153.957763671875,154.53115844726562,156.32318115234375,177.83258056640625,196.1370086669922,188.09698486328125,206.57351684570312,201.004150390625,202.22488403320312,210.7884979248047,191.9171905517578,197.32374572753906,219.42764282226562,223.76980590820312,202.3367462158203,187.24815368652344,182.28428649902344,169.11878967285156,187.7822265625,146.48716735839844,182.88052368164062,163.68544006347656,146.7082061767578,146.0800018310547,169.94000244140625,169.94000244140625
39,Health Care Equipment,RMD,35.831993103027344,37.75417709350586,38.34892272949219,40.11745071411133,41.55394744873047,41.53661346435547,39.18683624267578,41.37498474121094,41.01897430419922,46.100669860839844,45.15805435180664,42.60078811645508,41.29130935668945,38.24795913696289,38.607540130615234,39.409488677978516,43.95978546142578,44.14498519897461,44.8715705871582,45.8553352355957,47.01633834838867,43.90422821044922,46.532958984375,47.40622329711914,50.223785400390625,55.96647644042969,57.659706115722656,64.59318542480469,57.538150787353516,52.93076705932617,50.97733688354492,52.40617752075195,46.97111892700195,46.33625793457031,52.38288116455078,54.16504669189453,49.07490921020508,51.82617950439453,52.018131256103516,53.12933349609375,51.2732048034668,54.268733978271484,58.40205764770508,63.62064743041992,61.59788131713867,60.12398147583008,55.46550369262695,57.052345275878906,57.911014556884766,63.03481674194336,67.22531127929688,67.49359130859375,63.7611198425293,66.67767333984375,73.3798599243164,72.67311096191406,73.10658264160156,72.86875915527344,79.70494079589844,80.86007690429688,80.52951049804688,95.83859252929688,90.5897445678711,93.97859191894531,90.32329559326172,98.12063598632812,99.21046447753906,101.31764221191406,106.71016693115234,110.85321044921875,101.79966735839844,107.44132232666016,109.82745361328125,91.79133605957031,98.79359436035156,100.67033386230469,101.19319915771484,110.49820709228516,118.54759979248047,125.02726745605469,135.3247833251953,131.63467407226562,144.11514282226562,145.75193786621094,151.3927764892578,155.3004150390625,155.29067993164062,144.21261596679688,152.0748748779297,157.45994567871094,188.42811584472656,198.74261474609375,177.41685485839844,168.60006713867188,188.77149963378906,206.1399688720703,209.42135620117188,198.5936737060547,189.9334259033203,191.5288848876953,185.55654907226562,203.2069854736328,243.8430938720703,268.8485412597656,287.3752136230469,261.0789489746094,260.4449462890625,252.46051025390625,258.4494934082031,226.8179931640625,244.82650756835938,241.03953552246094,198.75747680664062,202.226318359375,208.80813598632812,239.57704162597656,219.05780029296875,217.8501434326172,223.22903442382812,222.5703887939453,223.02999877929688
40,Electric Utilities,D,35.405879974365234,36.98478698730469,38.2766227722168,40.172664642333984,42.589385986328125,39.04717254638672,39.23359680175781,41.371395111083984,40.70174789428711,43.58259582519531,44.90604782104492,45.72316360473633,45.568180084228516,48.25571823120117,49.314483642578125,50.872650146484375,51.983421325683594,49.417911529541016,51.69929122924805,48.89458465576172,50.75956726074219,50.378089904785156,51.98955154418945,52.90101623535156,56.537254333496094,56.5298957824707,53.00090789794922,52.56387710571289,53.164649963378906,52.30427932739258,50.0506477355957,53.665794372558594,52.206268310546875,53.16838455200195,53.96158981323242,50.894493103027344,51.5828857421875,55.03749465942383,53.32162857055664,57.28721237182617,55.054603576660156,55.65546417236328,60.030853271484375,60.68815994262695,57.68566131591797,58.31586837768555,59.04608154296875,57.546382904052734,60.69574737548828,60.450050354003906,61.52783966064453,61.47237014770508,61.9639778137207,64.63684844970703,61.90061569213867,62.344886779785156,63.6292724609375,62.73322296142578,66.16630554199219,68.60449981689453,66.71258544921875,62.91031265258789,60.95980453491211,55.495052337646484,55.40362548828125,53.43086624145508,57.49620056152344,60.47304153442383,59.680335998535156,59.26712417602539,60.930728912353516,63.55836868286133,60.96484375,60.595787048339844,63.91716766357422,66.9612808227539,68.01822662353516,65.66852569580078,67.53778076171875,65.66788482666016,68.6202392578125,71.63447570800781,73.8254623413086,74.3262710571289,74.06693267822266,77.55284881591797,70.70648956298828,66.0041275024414,70.52082061767578,77.7256088256836,74.22380065917969,74.9007797241211,72.50669860839844,72.95964050292969,75.15042114257812,73.41993713378906,70.34244537353516,68.72095489501953,64.41234588623047,71.6153564453125,76.01830291748047,72.44096374511719,69.9958267211914,71.82501983642578,74.67422485351562,70.05025482177734,73.42761993408203,68.85350036621094,75.97093963623047,78.70155334472656,77.59898376464844,82.90689849853516,80.32714080810547,82.86566162109375,78.52657318115234,81.31053161621094,81.13200378417969,68.5456314086914,69.97000122070312,61.65999984741211,61.65999984741211
41,Multi-Utilities,SRE,52.407772064208984,55.91191101074219,57.93083953857422,59.554927825927734,62.217655181884766,61.05367660522461,61.399105072021484,66.32319641113281,63.89369201660156,64.7867660522461,69.4787826538086,67.42050170898438,68.4267807006836,71.17697143554688,72.52819061279297,74.28630828857422,76.22993469238281,77.57502746582031,80.94551849365234,77.57010650634766,82.44011688232422,81.98113250732422,86.11495208740234,87.4692611694336,87.17961883544922,88.16252899169922,85.23220825195312,85.87813568115234,84.16397094726562,85.19451141357422,78.43254089355469,81.24703216552734,75.715087890625,77.20783996582031,82.36992645263672,79.81221008300781,75.61368560791016,76.7811508178711,78.2073745727539,84.31745910644531,84.36921691894531,87.44685363769531,93.07964324951172,91.95591735839844,85.99703216552734,88.10115051269531,88.63134002685547,82.59017181396484,83.28530883789062,85.36747741699219,91.95408630371094,92.12916564941406,94.9380111694336,97.85285949707031,94.71121215820312,94.92961883544922,99.79460144042969,96.57897186279297,100.13766479492188,103.11196899414062,91.12100219726562,91.90770721435547,93.59093475341797,95.51463317871094,96.79737854003906,92.23458099365234,100.52902221679688,100.86299896240234,101.29058837890625,99.25746154785156,96.84272003173828,101.32781219482422,95.14541625976562,103.73838806152344,106.80674743652344,111.61322021484375,114.35182189941406,117.47985076904297,122.83324432373047,121.03687286376953,127.4708023071289,132.85296630859375,130.96710205078125,133.4684600830078,137.28392028808594,146.5209197998047,127.494384765625,103.05902099609375,114.12918853759766,116.39613342285156,108.02880096435547,115.69853973388672,114.945556640625,110.02794647216797,117.6085433959961,119.59746551513672,119.53179168701172,117.05484008789062,109.69634246826172,125.39698028564453,131.2311553955078,129.2469940185547,126.37567901611328,124.63001251220703,127.30008697509766,121.66410827636719,123.79165649414062,116.26504516601562,128.30181884765625,135.16192626953125,141.0904083251953,164.47177124023438,159.00045776367188,161.4639129638672,148.0726318359375,163.3755340576172,163.83389282226562,148.9073944091797,150.94000244140625,154.64999389648438,154.64999389648438
