,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01
117,94.227294921875,90.98095703125,90.28997039794922,91.41736602783205,101.35413360595705,102.3108367919922,103.34041595458984,102.33611297607422,109.90406036376952,107.2840347290039,100.4582977294922,104.34525299072266,100.0965805053711,95.36802673339844,94.90066528320312,86.07588195800781,96.04995727539062,92.780029296875,94.23131561279295,91.36920166015624,89.11396789550781,98.15331268310548,106.81240844726562,112.66184997558594,111.06572723388672,121.238525390625,119.82405090332033,120.2030792236328,97.6297378540039,94.35072326660156,95.5919418334961,109.86215209960938,108.70162200927734,113.37167358398438,111.30812072753906,110.89881134033205,119.4481201171875,113.0750503540039,106.50415802001952,109.13250732421876,113.58920288085938,109.3676986694336,112.70194244384766,118.9636688232422,108.79112243652344,102.0437240600586,108.01940155029295,104.5866470336914,104.52098846435548,117.98407745361328,116.2075653076172,123.57685089111328,106.96776580810548,110.19779205322266,97.67316436767578,103.4159927368164,117.1594696044922,120.53872680664062,116.47361755371094,107.74472045898438,111.3478546142578,128.06199645996094,131.9191436767578,130.09010314941406,131.23004150390625,137.92300415039062,142.1002197265625,140.63406372070312,129.46131896972656,96.1142120361328,114.1022720336914,120.43175506591795,113.77816009521484,128.8214569091797,134.57191467285156,130.04415893554688,126.4076156616211,142.69419860839844,147.45005798339844,147.285400390625,156.2852783203125,153.42909240722656,170.05795288085938,161.58193969726562,154.3730010986328
118,25.988374710083008,24.1304931640625,25.33006858825684,24.020774841308597,25.87254524230957,26.271841049194336,26.863378524780277,26.249652862548828,25.214454650878903,24.88910675048828,25.446792602539062,25.95528030395508,23.66001510620117,25.538684844970703,24.880346298217773,26.405763626098636,27.97446632385254,27.68170928955078,27.754898071289062,28.835878372192383,28.778305053710938,31.31151962280273,30.95785522460937,31.698081970214844,31.04833030700684,31.318716049194336,28.885316848754883,28.710908889770508,28.83014678955078,28.091346740722656,28.586671829223636,29.58983612060547,31.322416305541992,31.75555419921875,32.71834945678711,34.26369094848633,33.19053268432617,32.9072265625,33.688480377197266,32.58098602294922,32.5750732421875,31.803192138671875,26.842344284057617,27.95205307006836,25.127899169921875,24.812158584594727,25.5225830078125,23.96140480041504,25.04019546508789,25.23315048217773,26.08390045166016,25.66291236877441,27.02106475830078,27.18994903564453,25.18114471435547,27.838808059692383,28.59432983398437,28.21212387084961,27.74103546142578,26.45219612121582,27.56326675415039,26.686315536499023,26.614259719848636,28.36152648925781,30.58688163757324,31.080060958862305,32.76969909667969,33.45482635498047,27.74190139770508,22.814733505249023,23.81242179870605,26.173059463500977,24.20586395263672,25.278810501098636,26.23792266845703,25.839082717895508,26.504100799560547,27.39078521728516,27.178749084472656,27.05443572998047,25.607362747192383,28.19840812683105,28.481956481933597,28.46240234375,27.347761154174805
119,41.63266754150391,45.00156021118164,50.23226165771485,51.57342147827149,51.74222183227539,59.94242858886719,64.73646545410156,73.94253540039062,78.12712097167969,87.65018463134766,82.26403045654297,97.5218734741211,92.95564270019533,85.42810821533203,77.99880981445312,75.40625762939453,69.16494750976562,74.34069061279297,69.03626251220703,61.92864608764648,59.70920944213867,70.30597686767578,60.30609893798828,60.251930236816406,57.340370178222656,59.82316589355469,67.83342742919922,69.28661346435547,70.01457977294922,69.93268585205078,68.19775390625,83.79935455322266,86.86517333984375,89.76953887939453,91.38206481933594,97.5114517211914,88.15018463134766,96.3450927734375,96.79524993896484,93.91175079345705,104.93417358398438,96.52911376953124,87.7618637084961,89.85078430175781,100.97930908203124,92.94940948486328,80.43378448486328,91.4197235107422,89.89472198486328,87.96939086914062,84.91864776611328,84.7065658569336,81.01797485351562,67.95386505126953,62.923099517822266,68.5750961303711,76.66818237304688,77.79673767089844,83.17306518554688,62.84669876098633,73.2780532836914,80.87420654296875,71.38136291503906,75.6080551147461,86.87531280517578,93.7826156616211,115.32494354248048,108.435546875,96.0059585571289,85.98797607421875,99.9376983642578,114.0413589477539,123.49041748046876,140.60484313964844,139.89981079101562,141.0159454345703,136.9357147216797,136.8194122314453,148.6966552734375,164.61871337890625,172.95420837402344,178.9333038330078,176.83657836914062,165.78733825683594,187.5652008056641
120,25.13999938964844,25.600000381469727,26.049999237060547,24.82999992370605,32.790000915527344,35.52000045776367,38.060001373291016,51.7400016784668,60.790000915527344,71.58000183105469,63.220001220703125,59.720001220703125,65.7300033569336,77.45999908447266,95.9000015258789,92.76000213623048,73.66000366210938,81.56999969482422,90.27999877929688,85.33000183105469,80.01000213623047,94.80999755859376,97.13999938964844,99.30999755859376,109.29000091552734,117.97000122070312,117.94000244140624,128.5800018310547,104.98999786376952,112.23999786376952,112.68000030517578,106.37000274658205,117.97000122070312,125.1999969482422,130.32000732421875,137.42999267578125,143.3000030517578,148.08999633789062,150.8000030517578,168.60000610351562,192.9199981689453,194.83999633789065,187.41000366210935,235.0,268.17999267578125,290.989990234375,300.95001220703125,381.1400146484375,409.0499877929688,354.5299987792969,406.5799865722656,449.75,341.20001220703125,332.67999267578125,325.0400085449219,351.07000732421875,334.5,285.5899963378906,277.4100036621094,261.9200134277344,260.489990234375,278.5599975585937,193.07000732421875,177.88999938964844,207.5800018310547,196.17999267578125,170.58999633789062,186.2899932861328,150.25999450683594,145.16000366210938,191.25,223.8999938964844,241.55999755859372,299.94000244140625,307.6199951171875,277.0599975585937,251.8800048828125,274.1000061035156,324.20001220703125,348.25,324.54998779296875,318.7300109863281,320.7300109863281,284.5799865722656,312.1099853515625
121,59.568355560302734,54.25390625,55.71408462524414,54.79425048828125,55.52068328857422,57.11883163452149,59.998722076416016,59.88396453857422,63.60389709472656,61.476070404052734,59.66640090942383,61.4603385925293,58.50624847412109,52.90507888793945,48.31657028198242,47.24135208129883,52.24206161499024,50.989234924316406,51.3294792175293,46.85210037231445,51.62334442138672,53.88142395019531,56.17985916137695,54.13979721069336,55.56672668457031,58.33015060424805,57.66910552978516,55.386844635009766,55.71393203735352,58.72313690185547,60.1274528503418,60.154876708984375,61.734596252441406,61.91436004638672,65.65535736083984,66.91893005371094,67.74520111083984,65.78125762939453,66.41925811767578,64.79093170166016,66.84495544433594,67.78825378417969,71.63066101074219,77.49274444580078,75.6566162109375,71.04051971435547,67.83912658691406,70.47591400146484,70.99272918701172,77.07392120361328,74.77997589111328,79.80892944335938,70.9038314819336,69.55096435546875,61.13148498535156,67.78545379638672,72.14871215820312,74.43708038330078,82.36070251464844,72.9412841796875,75.6084213256836,77.58282470703125,75.63163757324219,79.75008392333984,83.87428283691406,86.65489959716797,87.92012023925781,88.17842864990234,76.6659164428711,55.642181396484375,60.7463493347168,60.47453689575195,58.26797103881836,53.59669876098633,57.68169784545898,54.81491470336914,51.747406005859375,68.32335662841797,68.61825561523438,64.03155517578125,69.078857421875,74.60157012939453,80.36540222167969,85.64651489257812,82.85985565185547
122,100.15868377685548,102.18839263916016,103.83875274658205,99.95269775390624,108.59294128417967,113.37936401367188,109.5849609375,104.56476593017578,116.1417236328125,115.64527893066406,117.68387603759766,123.21588134765624,129.99078369140625,128.58963012695312,125.5281982421875,119.51034545898438,127.96778106689452,126.71696472167967,126.8003921508789,130.8904266357422,137.7681884765625,151.456298828125,150.62351989746094,155.7674102783203,171.80477905273438,174.71160888671875,177.4053497314453,163.1384735107422,138.94679260253906,143.60647583007812,156.80552673339844,163.20811462402344,186.0259246826172,188.50717163085935,201.67105102539065,194.97433471679688,202.87322998046875,202.3459625244141,206.7694396972656,236.67303466796875,231.79229736328125,259.70758056640625,243.69558715820312,272.0297241210937,244.68479919433597,249.72866821289065,262.7206115722656,262.01434326171875,263.3813171386719,267.8002624511719,242.9753875732422,261.6834716796875,236.7532501220703,270.8589782714844,254.53440856933597,269.3251953125,285.41571044921875,297.8963928222656,282.1418762207031,284.2319030761719,326.8552551269531,335.3338317871094,359.2002258300781,335.6516418457031,343.21923828125,349.07769775390625,372.2757873535156,367.4002990722656,331.31396484375,289.9127197265625,332.024658203125,359.2082214355469,360.6798400878906,369.7171936035156,389.3871765136719,337.6387634277344,315.63006591796875,379.6228942871094,408.5901794433594,374.8959045410156,395.237548828125,412.4520263671875,419.77587890625,399.6157531738281,399.5703125
123,20.747848510742188,19.136816024780277,20.756351470947266,20.229358673095703,18.464696884155277,19.33846092224121,19.479270935058597,19.474950790405277,22.139259338378903,21.265567779541016,20.726316452026367,21.3655948638916,20.778165817260746,18.76737594604492,18.61842918395996,18.876895904541016,21.32509422302246,21.320680618286133,20.71366500854492,19.94369125366211,19.8012638092041,21.63454818725586,21.809595108032227,23.1965446472168,22.954587936401367,25.16140937805176,27.99681282043457,28.267786026000977,27.54448509216309,30.105600357055664,29.343509674072266,30.80725860595703,33.1721076965332,33.91876220703125,34.746273040771484,38.295372009277344,35.64447784423828,36.96531677246094,40.08732223510742,41.642723083496094,43.971153259277344,40.34863662719727,40.92414855957031,44.342262268066406,41.413116455078125,42.73068237304688,39.1292610168457,45.54635238647461,42.70541000366211,43.8698844909668,40.39523315429688,37.21523284912109,31.022911071777344,35.371219635009766,34.087039947509766,38.091983795166016,41.17271423339844,39.478424072265625,47.53496551513672,38.08411407470703,41.44035720825195,45.13032150268555,41.26350784301758,44.589805603027344,45.25210571289063,45.37208557128906,50.45760726928711,46.96913528442383,43.707122802734375,32.77785873413086,42.41299819946289,46.4207878112793,51.12548828125,49.38749313354492,53.2567253112793,50.05790328979492,51.18804931640625,65.46595001220703,67.47753143310547,66.50037384033203,74.5716781616211,76.02650451660156,73.6117935180664,76.87385559082031,73.549072265625
124,45.75555419921875,50.8388900756836,52.223331451416016,51.31333160400391,55.0888900756836,57.52999877929688,58.77111053466797,54.94222259521485,55.55555725097656,56.114444732666016,55.10889053344727,54.19444274902344,53.83333206176758,59.24111175537109,56.772220611572266,51.06444549560547,55.17777633666992,57.77999877929688,60.68444442749024,60.09444427490234,62.56222152709961,66.78333282470703,69.5955581665039,70.52333068847656,73.48999786376953,77.3066635131836,76.26889038085938,80.53666687011719,74.67555236816406,71.52666473388672,70.46333312988281,76.9655532836914,81.88888549804688,85.163330078125,92.87444305419922,101.63111114501952,103.93000030517578,104.25111389160156,111.62999725341795,116.2088851928711,125.12000274658205,133.25999450683594,121.64666748046876,143.88999938964844,142.14999389648438,137.61000061035156,146.92666625976562,153.22332763671875,159.4933319091797,169.39666748046875,186.6666717529297,191.3333282470703,173.72666931152344,176.9566650390625,159.63999938964844,174.54666137695312,182.5366668701172,190.19332885742188,170.2100067138672,154.9499969482422,174.85000610351562,173.1699981689453,170.44667053222656,179.97666931152344,184.3166656494141,197.63333129882807,197.0500030517578,186.5933380126953,177.98666381835938,165.07000732421875,170.2933349609375,193.3433380126953,189.94332885742188,228.47999572753903,243.6133270263672,236.51333618164065,222.3600006103516,242.01666259765625,272.70001220703125,249.2133331298828,245.6000061035156,246.31333923339844,288.3333435058594,280.7266540527344,306.5466613769531
125,72.14515686035156,67.7488784790039,68.99406433105469,64.89605712890625,67.17372131347656,69.16905975341797,70.09656524658203,65.15271759033203,69.83922576904297,68.54656982421875,67.80532836914062,70.13151550292969,71.32972717285156,69.0149917602539,65.47036743164062,64.98727416992188,69.96387481689453,72.1268310546875,70.12226104736328,66.36949157714844,69.10327911376953,76.20113372802734,75.3001480102539,76.93590545654297,75.79118347167969,82.89025115966797,86.60418701171875,86.72467803955078,80.11627960205078,87.10052490234375,83.7973861694336,83.89044189453125,86.10164642333984,87.33447265625,97.8415069580078,101.3065185546875,105.92149353027344,109.2300796508789,110.56450653076172,114.22240447998048,120.56026458740234,127.86102294921876,124.46573638916016,135.32119750976562,129.37583923339844,134.7759246826172,126.4062042236328,131.15377807617188,129.47434997558594,145.69651794433594,145.79933166503906,143.3726806640625,120.68582153320312,131.16726684570312,120.53263854980467,131.60646057128906,137.9979248046875,145.3143768310547,150.02603149414062,146.2432861328125,165.38941955566406,161.62310791015625,158.71533203125,157.91551208496094,149.86941528320312,157.3170166015625,166.2684783935547,158.39002990722656,143.48207092285156,133.8939666748047,148.94020080566406,154.5049591064453,153.73919677734375,160.334716796875,175.86550903320312,177.9927215576172,166.2637939453125,188.9801025390625,194.8995056152344,182.17037963867188,191.4158477783203,205.29368591308597,219.8874664306641,218.3770904541016,216.34825134277344
126,39.374778747558594,37.58364868164063,40.31369400024414,38.10089874267578,39.24127578735352,40.16609573364258,40.60773468017578,39.96049880981445,41.27656936645508,43.43286895751953,42.46598815917969,43.42829895019531,43.09571838378906,45.02156829833984,44.23630905151367,43.74532318115234,45.28843307495117,45.37409210205078,45.2955436706543,44.39214324951172,46.591739654541016,50.15439987182617,48.56307220458984,50.06216430664063,56.87213897705078,57.3266716003418,56.849517822265625,51.27854537963867,49.75335693359375,49.29378509521485,49.96516799926758,50.53946685791016,49.212181091308594,48.10354232788086,46.88077163696289,46.63740158081055,45.53598785400391,45.74969482421875,44.17191696166992,42.927860260009766,43.0605697631836,47.35426712036133,49.63993453979492,48.97013092041016,42.67023086547852,38.0360221862793,36.921783447265625,36.086700439453125,37.7677116394043,39.30369567871094,39.69284439086914,37.02710723876953,37.786277770996094,36.90827941894531,33.96852111816406,38.766334533691406,41.60909271240234,45.68788909912109,45.440696716308594,44.0693473815918,46.81476211547852,47.34067153930664,48.39445114135742,49.58182144165039,45.749847412109375,48.400657653808594,48.61851119995117,47.402137756347656,44.89443206787109,48.34855651855469,54.87199783325195,58.2639045715332,56.97921752929688,58.47647857666016,59.56871795654297,57.45423126220703,55.069618225097656,57.12618637084961,55.22886657714844,54.571380615234375,52.12003326416016,58.09853744506836,57.66271209716797,60.05655670166016,58.2126350402832
